"","tsunset","ts2","ts2round","ts2rounddate"
"280","2001-10-07 19:41:05","2001-10-07 21:41:05","2001-10-07 22:00:00","2001-10-07"
"281","2001-10-08 19:41:49","2001-10-08 21:41:49","2001-10-08 22:00:00","2001-10-08"
"282","2001-10-09 19:42:34","2001-10-09 21:42:34","2001-10-09 22:00:00","2001-10-09"
"283","2001-10-10 19:43:18","2001-10-10 21:43:18","2001-10-10 22:00:00","2001-10-10"
"284","2001-10-11 19:44:04","2001-10-11 21:44:04","2001-10-11 22:00:00","2001-10-11"
"285","2001-10-12 19:44:49","2001-10-12 21:44:49","2001-10-12 22:00:00","2001-10-12"
"286","2001-10-13 19:45:35","2001-10-13 21:45:35","2001-10-13 22:00:00","2001-10-13"
"287","2001-10-14 19:46:21","2001-10-14 21:46:21","2001-10-14 22:00:00","2001-10-14"
"288","2001-10-15 19:47:08","2001-10-15 21:47:08","2001-10-15 22:00:00","2001-10-15"
"289","2001-10-16 19:47:55","2001-10-16 21:47:55","2001-10-16 22:00:00","2001-10-16"
"290","2001-10-17 19:48:43","2001-10-17 21:48:43","2001-10-17 22:00:00","2001-10-17"
"291","2001-10-18 19:49:30","2001-10-18 21:49:30","2001-10-18 22:00:00","2001-10-18"
"292","2001-10-19 19:50:19","2001-10-19 21:50:19","2001-10-19 22:00:00","2001-10-19"
"293","2001-10-20 19:51:07","2001-10-20 21:51:07","2001-10-20 22:00:00","2001-10-20"
"294","2001-10-21 19:51:57","2001-10-21 21:51:57","2001-10-21 22:00:00","2001-10-21"
"295","2001-10-22 19:52:46","2001-10-22 21:52:46","2001-10-22 22:00:00","2001-10-22"
"296","2001-10-23 19:53:36","2001-10-23 21:53:36","2001-10-23 22:00:00","2001-10-23"
"297","2001-10-24 19:54:26","2001-10-24 21:54:26","2001-10-24 22:00:00","2001-10-24"
"298","2001-10-25 19:55:17","2001-10-25 21:55:17","2001-10-25 22:00:00","2001-10-25"
"299","2001-10-26 19:56:08","2001-10-26 21:56:08","2001-10-26 22:00:00","2001-10-26"
"300","2001-10-27 19:57:00","2001-10-27 21:57:00","2001-10-27 22:00:00","2001-10-27"
"301","2001-10-28 19:57:51","2001-10-28 21:57:51","2001-10-28 22:00:00","2001-10-28"
"302","2001-10-29 19:58:44","2001-10-29 21:58:44","2001-10-29 22:00:00","2001-10-29"
"303","2001-10-30 19:59:36","2001-10-30 21:59:36","2001-10-30 22:00:00","2001-10-30"
"304","2001-10-31 20:00:29","2001-10-31 22:00:29","2001-10-31 22:00:00","2001-10-31"
"305","2001-11-01 20:01:23","2001-11-01 22:01:23","2001-11-01 22:00:00","2001-11-01"
"306","2001-11-02 20:02:16","2001-11-02 22:02:16","2001-11-02 22:00:00","2001-11-02"
"307","2001-11-03 20:03:10","2001-11-03 22:03:10","2001-11-03 22:00:00","2001-11-03"
"308","2001-11-04 20:04:05","2001-11-04 22:04:05","2001-11-04 22:00:00","2001-11-04"
"309","2001-11-05 20:04:59","2001-11-05 22:04:59","2001-11-05 22:00:00","2001-11-05"
"310","2001-11-06 20:05:54","2001-11-06 22:05:54","2001-11-06 22:00:00","2001-11-06"
"311","2001-11-07 20:06:49","2001-11-07 22:06:49","2001-11-07 22:00:00","2001-11-07"
"312","2001-11-08 20:07:44","2001-11-08 22:07:44","2001-11-08 22:00:00","2001-11-08"
"313","2001-11-09 20:08:40","2001-11-09 22:08:40","2001-11-09 22:00:00","2001-11-09"
"314","2001-11-10 20:09:35","2001-11-10 22:09:35","2001-11-10 22:00:00","2001-11-10"
"315","2001-11-11 20:10:31","2001-11-11 22:10:31","2001-11-11 22:00:00","2001-11-11"
"316","2001-11-12 20:11:27","2001-11-12 22:11:27","2001-11-12 22:00:00","2001-11-12"
"317","2001-11-13 20:12:23","2001-11-13 22:12:23","2001-11-13 22:00:00","2001-11-13"
"318","2001-11-14 20:13:19","2001-11-14 22:13:19","2001-11-14 22:00:00","2001-11-14"
"319","2001-11-15 20:14:16","2001-11-15 22:14:16","2001-11-15 22:00:00","2001-11-15"
"320","2001-11-16 20:15:12","2001-11-16 22:15:12","2001-11-16 22:00:00","2001-11-16"
"321","2001-11-17 20:16:08","2001-11-17 22:16:08","2001-11-17 22:00:00","2001-11-17"
"322","2001-11-18 20:17:04","2001-11-18 22:17:04","2001-11-18 22:00:00","2001-11-18"
"323","2001-11-19 20:18:00","2001-11-19 22:18:00","2001-11-19 22:00:00","2001-11-19"
"324","2001-11-20 20:18:56","2001-11-20 22:18:56","2001-11-20 22:00:00","2001-11-20"
"325","2001-11-21 20:19:52","2001-11-21 22:19:52","2001-11-21 22:00:00","2001-11-21"
"326","2001-11-22 20:20:47","2001-11-22 22:20:47","2001-11-22 22:00:00","2001-11-22"
"327","2001-11-23 20:21:42","2001-11-23 22:21:42","2001-11-23 22:00:00","2001-11-23"
"328","2001-11-24 20:22:37","2001-11-24 22:22:37","2001-11-24 22:00:00","2001-11-24"
"329","2001-11-25 20:23:32","2001-11-25 22:23:32","2001-11-25 22:00:00","2001-11-25"
"330","2001-11-26 20:24:26","2001-11-26 22:24:26","2001-11-26 22:00:00","2001-11-26"
"331","2001-11-27 20:25:20","2001-11-27 22:25:20","2001-11-27 22:00:00","2001-11-27"
"332","2001-11-28 20:26:13","2001-11-28 22:26:13","2001-11-28 22:00:00","2001-11-28"
"333","2001-11-29 20:27:06","2001-11-29 22:27:06","2001-11-29 22:00:00","2001-11-29"
"334","2001-11-30 20:27:59","2001-11-30 22:27:59","2001-11-30 22:00:00","2001-11-30"
"335","2001-12-01 20:28:50","2001-12-01 22:28:50","2001-12-01 22:00:00","2001-12-01"
"336","2001-12-02 20:29:42","2001-12-02 22:29:42","2001-12-02 22:00:00","2001-12-02"
"337","2001-12-03 20:30:32","2001-12-03 22:30:32","2001-12-03 23:00:00","2001-12-03"
"338","2001-12-04 20:31:22","2001-12-04 22:31:22","2001-12-04 23:00:00","2001-12-04"
"339","2001-12-05 20:32:10","2001-12-05 22:32:10","2001-12-05 23:00:00","2001-12-05"
"340","2001-12-06 20:32:59","2001-12-06 22:32:59","2001-12-06 23:00:00","2001-12-06"
"341","2001-12-07 20:33:46","2001-12-07 22:33:46","2001-12-07 23:00:00","2001-12-07"
"342","2001-12-08 20:34:32","2001-12-08 22:34:32","2001-12-08 23:00:00","2001-12-08"
"343","2001-12-09 20:35:17","2001-12-09 22:35:17","2001-12-09 23:00:00","2001-12-09"
"344","2001-12-10 20:36:01","2001-12-10 22:36:01","2001-12-10 23:00:00","2001-12-10"
"345","2001-12-11 20:36:44","2001-12-11 22:36:44","2001-12-11 23:00:00","2001-12-11"
"346","2001-12-12 20:37:26","2001-12-12 22:37:26","2001-12-12 23:00:00","2001-12-12"
"347","2001-12-13 20:38:07","2001-12-13 22:38:07","2001-12-13 23:00:00","2001-12-13"
"348","2001-12-14 20:38:47","2001-12-14 22:38:47","2001-12-14 23:00:00","2001-12-14"
"349","2001-12-15 20:39:25","2001-12-15 22:39:25","2001-12-15 23:00:00","2001-12-15"
"350","2001-12-16 20:40:02","2001-12-16 22:40:02","2001-12-16 23:00:00","2001-12-16"
"351","2001-12-17 20:40:38","2001-12-17 22:40:38","2001-12-17 23:00:00","2001-12-17"
"352","2001-12-18 20:41:13","2001-12-18 22:41:13","2001-12-18 23:00:00","2001-12-18"
"353","2001-12-19 20:41:46","2001-12-19 22:41:46","2001-12-19 23:00:00","2001-12-19"
"354","2001-12-20 20:42:17","2001-12-20 22:42:17","2001-12-20 23:00:00","2001-12-20"
"355","2001-12-21 20:42:47","2001-12-21 22:42:47","2001-12-21 23:00:00","2001-12-21"
"356","2001-12-22 20:43:16","2001-12-22 22:43:16","2001-12-22 23:00:00","2001-12-22"
"357","2001-12-23 20:43:42","2001-12-23 22:43:42","2001-12-23 23:00:00","2001-12-23"
"358","2001-12-24 20:44:08","2001-12-24 22:44:08","2001-12-24 23:00:00","2001-12-24"
"359","2001-12-25 20:44:32","2001-12-25 22:44:32","2001-12-25 23:00:00","2001-12-25"
"360","2001-12-26 20:44:54","2001-12-26 22:44:54","2001-12-26 23:00:00","2001-12-26"
"361","2001-12-27 20:45:14","2001-12-27 22:45:14","2001-12-27 23:00:00","2001-12-27"
"362","2001-12-28 20:45:33","2001-12-28 22:45:33","2001-12-28 23:00:00","2001-12-28"
"363","2001-12-29 20:45:50","2001-12-29 22:45:50","2001-12-29 23:00:00","2001-12-29"
"364","2001-12-30 20:46:05","2001-12-30 22:46:05","2001-12-30 23:00:00","2001-12-30"
"365","2001-12-31 20:46:18","2001-12-31 22:46:18","2001-12-31 23:00:00","2001-12-31"
"366","2002-01-01 20:46:30","2002-01-01 22:46:30","2002-01-01 23:00:00","2002-01-01"
"367","2002-01-02 20:46:40","2002-01-02 22:46:40","2002-01-02 23:00:00","2002-01-02"
"368","2002-01-03 20:46:48","2002-01-03 22:46:48","2002-01-03 23:00:00","2002-01-03"
"369","2002-01-04 20:46:54","2002-01-04 22:46:54","2002-01-04 23:00:00","2002-01-04"
"370","2002-01-05 20:46:58","2002-01-05 22:46:58","2002-01-05 23:00:00","2002-01-05"
"371","2002-01-06 20:47:01","2002-01-06 22:47:01","2002-01-06 23:00:00","2002-01-06"
"372","2002-01-07 20:47:02","2002-01-07 22:47:02","2002-01-07 23:00:00","2002-01-07"
"373","2002-01-08 20:47:01","2002-01-08 22:47:01","2002-01-08 23:00:00","2002-01-08"
"374","2002-01-09 20:46:57","2002-01-09 22:46:57","2002-01-09 23:00:00","2002-01-09"
"375","2002-01-10 20:46:53","2002-01-10 22:46:53","2002-01-10 23:00:00","2002-01-10"
"376","2002-01-11 20:46:46","2002-01-11 22:46:46","2002-01-11 23:00:00","2002-01-11"
"377","2002-01-12 20:46:37","2002-01-12 22:46:37","2002-01-12 23:00:00","2002-01-12"
"378","2002-01-13 20:46:27","2002-01-13 22:46:27","2002-01-13 23:00:00","2002-01-13"
"379","2002-01-14 20:46:15","2002-01-14 22:46:15","2002-01-14 23:00:00","2002-01-14"
"380","2002-01-15 20:46:01","2002-01-15 22:46:01","2002-01-15 23:00:00","2002-01-15"
"381","2002-01-16 20:45:45","2002-01-16 22:45:45","2002-01-16 23:00:00","2002-01-16"
"382","2002-01-17 20:45:27","2002-01-17 22:45:27","2002-01-17 23:00:00","2002-01-17"
"383","2002-01-18 20:45:07","2002-01-18 22:45:07","2002-01-18 23:00:00","2002-01-18"
"384","2002-01-19 20:44:46","2002-01-19 22:44:46","2002-01-19 23:00:00","2002-01-19"
"385","2002-01-20 20:44:23","2002-01-20 22:44:23","2002-01-20 23:00:00","2002-01-20"
"386","2002-01-21 20:43:58","2002-01-21 22:43:58","2002-01-21 23:00:00","2002-01-21"
"387","2002-01-22 20:43:32","2002-01-22 22:43:32","2002-01-22 23:00:00","2002-01-22"
"388","2002-01-23 20:43:03","2002-01-23 22:43:03","2002-01-23 23:00:00","2002-01-23"
"389","2002-01-24 20:42:33","2002-01-24 22:42:33","2002-01-24 23:00:00","2002-01-24"
"390","2002-01-25 20:42:02","2002-01-25 22:42:02","2002-01-25 23:00:00","2002-01-25"
"391","2002-01-26 20:41:28","2002-01-26 22:41:28","2002-01-26 23:00:00","2002-01-26"
"392","2002-01-27 20:40:53","2002-01-27 22:40:53","2002-01-27 23:00:00","2002-01-27"
"393","2002-01-28 20:40:17","2002-01-28 22:40:17","2002-01-28 23:00:00","2002-01-28"
"394","2002-01-29 20:39:39","2002-01-29 22:39:39","2002-01-29 23:00:00","2002-01-29"
"395","2002-01-30 20:38:59","2002-01-30 22:38:59","2002-01-30 23:00:00","2002-01-30"
"396","2002-01-31 20:38:18","2002-01-31 22:38:18","2002-01-31 23:00:00","2002-01-31"
"397","2002-02-01 20:37:35","2002-02-01 22:37:35","2002-02-01 23:00:00","2002-02-01"
"398","2002-02-02 20:36:51","2002-02-02 22:36:51","2002-02-02 23:00:00","2002-02-02"
"399","2002-02-03 20:36:05","2002-02-03 22:36:05","2002-02-03 23:00:00","2002-02-03"
"400","2002-02-04 20:35:18","2002-02-04 22:35:18","2002-02-04 23:00:00","2002-02-04"
"401","2002-02-05 20:34:29","2002-02-05 22:34:29","2002-02-05 23:00:00","2002-02-05"
"402","2002-02-06 20:33:40","2002-02-06 22:33:40","2002-02-06 23:00:00","2002-02-06"
"403","2002-02-07 20:32:48","2002-02-07 22:32:48","2002-02-07 23:00:00","2002-02-07"
"404","2002-02-08 20:31:56","2002-02-08 22:31:56","2002-02-08 23:00:00","2002-02-08"
"405","2002-02-09 20:31:02","2002-02-09 22:31:02","2002-02-09 23:00:00","2002-02-09"
"406","2002-02-10 20:30:07","2002-02-10 22:30:07","2002-02-10 23:00:00","2002-02-10"
"407","2002-02-11 20:29:11","2002-02-11 22:29:11","2002-02-11 22:00:00","2002-02-11"
"408","2002-02-12 20:28:13","2002-02-12 22:28:13","2002-02-12 22:00:00","2002-02-12"
"409","2002-02-13 20:27:14","2002-02-13 22:27:14","2002-02-13 22:00:00","2002-02-13"
"410","2002-02-14 20:26:15","2002-02-14 22:26:15","2002-02-14 22:00:00","2002-02-14"
"411","2002-02-15 20:25:14","2002-02-15 22:25:14","2002-02-15 22:00:00","2002-02-15"
"412","2002-02-16 20:24:12","2002-02-16 22:24:12","2002-02-16 22:00:00","2002-02-16"
"413","2002-02-17 20:23:09","2002-02-17 22:23:09","2002-02-17 22:00:00","2002-02-17"
"414","2002-02-18 20:22:05","2002-02-18 22:22:05","2002-02-18 22:00:00","2002-02-18"
"415","2002-02-19 20:21:00","2002-02-19 22:21:00","2002-02-19 22:00:00","2002-02-19"
"416","2002-02-20 20:19:54","2002-02-20 22:19:54","2002-02-20 22:00:00","2002-02-20"
"417","2002-02-21 20:18:47","2002-02-21 22:18:47","2002-02-21 22:00:00","2002-02-21"
"418","2002-02-22 20:17:40","2002-02-22 22:17:40","2002-02-22 22:00:00","2002-02-22"
"419","2002-02-23 20:16:31","2002-02-23 22:16:31","2002-02-23 22:00:00","2002-02-23"
"420","2002-02-24 20:15:22","2002-02-24 22:15:22","2002-02-24 22:00:00","2002-02-24"
"421","2002-02-25 20:14:12","2002-02-25 22:14:12","2002-02-25 22:00:00","2002-02-25"
"422","2002-02-26 20:13:01","2002-02-26 22:13:01","2002-02-26 22:00:00","2002-02-26"
"423","2002-02-27 20:11:49","2002-02-27 22:11:49","2002-02-27 22:00:00","2002-02-27"
"424","2002-02-28 20:10:37","2002-02-28 22:10:37","2002-02-28 22:00:00","2002-02-28"
"425","2002-03-01 20:09:24","2002-03-01 22:09:24","2002-03-01 22:00:00","2002-03-01"
"426","2002-03-02 20:08:11","2002-03-02 22:08:11","2002-03-02 22:00:00","2002-03-02"
"427","2002-03-03 20:06:57","2002-03-03 22:06:57","2002-03-03 22:00:00","2002-03-03"
"428","2002-03-04 20:05:42","2002-03-04 22:05:42","2002-03-04 22:00:00","2002-03-04"
"429","2002-03-05 20:04:27","2002-03-05 22:04:27","2002-03-05 22:00:00","2002-03-05"
"430","2002-03-06 20:03:11","2002-03-06 22:03:11","2002-03-06 22:00:00","2002-03-06"
"431","2002-03-07 20:01:55","2002-03-07 22:01:55","2002-03-07 22:00:00","2002-03-07"
"432","2002-03-08 20:00:38","2002-03-08 22:00:38","2002-03-08 22:00:00","2002-03-08"
"433","2002-03-09 19:59:21","2002-03-09 21:59:21","2002-03-09 22:00:00","2002-03-09"
"434","2002-03-10 19:58:03","2002-03-10 21:58:03","2002-03-10 22:00:00","2002-03-10"
"435","2002-03-11 19:56:46","2002-03-11 21:56:46","2002-03-11 22:00:00","2002-03-11"
"436","2002-03-12 19:55:27","2002-03-12 21:55:27","2002-03-12 22:00:00","2002-03-12"
"437","2002-03-13 19:54:09","2002-03-13 21:54:09","2002-03-13 22:00:00","2002-03-13"
"438","2002-03-14 19:52:50","2002-03-14 21:52:50","2002-03-14 22:00:00","2002-03-14"
"439","2002-03-15 19:51:31","2002-03-15 21:51:31","2002-03-15 22:00:00","2002-03-15"
"440","2002-03-16 19:50:12","2002-03-16 21:50:12","2002-03-16 22:00:00","2002-03-16"
"441","2002-03-17 19:48:53","2002-03-17 21:48:53","2002-03-17 22:00:00","2002-03-17"
"442","2002-03-18 19:47:33","2002-03-18 21:47:33","2002-03-18 22:00:00","2002-03-18"
"443","2002-03-19 19:46:14","2002-03-19 21:46:14","2002-03-19 22:00:00","2002-03-19"
"444","2002-03-20 19:44:54","2002-03-20 21:44:54","2002-03-20 22:00:00","2002-03-20"
"445","2002-03-21 19:43:34","2002-03-21 21:43:34","2002-03-21 22:00:00","2002-03-21"
"446","2002-03-22 19:42:15","2002-03-22 21:42:15","2002-03-22 22:00:00","2002-03-22"
"447","2002-03-23 19:40:55","2002-03-23 21:40:55","2002-03-23 22:00:00","2002-03-23"
"448","2002-03-24 19:39:35","2002-03-24 21:39:35","2002-03-24 22:00:00","2002-03-24"
"449","2002-03-25 19:38:15","2002-03-25 21:38:15","2002-03-25 22:00:00","2002-03-25"
"450","2002-03-26 19:36:56","2002-03-26 21:36:56","2002-03-26 22:00:00","2002-03-26"
"451","2002-03-27 19:35:36","2002-03-27 21:35:36","2002-03-27 22:00:00","2002-03-27"
"452","2002-03-28 19:34:17","2002-03-28 21:34:17","2002-03-28 22:00:00","2002-03-28"
"453","2002-03-29 19:32:58","2002-03-29 21:32:58","2002-03-29 22:00:00","2002-03-29"
"454","2002-03-30 19:31:39","2002-03-30 21:31:39","2002-03-30 22:00:00","2002-03-30"
"455","2002-03-31 19:30:20","2002-03-31 21:30:20","2002-03-31 22:00:00","2002-03-31"
"456","2002-04-01 19:29:02","2002-04-01 21:29:02","2002-04-01 21:00:00","2002-04-01"
"457","2002-04-02 19:27:43","2002-04-02 21:27:43","2002-04-02 21:00:00","2002-04-02"
"458","2002-04-03 19:26:25","2002-04-03 21:26:25","2002-04-03 21:00:00","2002-04-03"
"459","2002-04-04 19:25:08","2002-04-04 21:25:08","2002-04-04 21:00:00","2002-04-04"
"460","2002-04-05 19:23:51","2002-04-05 21:23:51","2002-04-05 21:00:00","2002-04-05"
"461","2002-04-06 19:22:34","2002-04-06 21:22:34","2002-04-06 21:00:00","2002-04-06"
"462","2002-04-07 19:21:17","2002-04-07 21:21:17","2002-04-07 21:00:00","2002-04-07"
"463","2002-04-08 19:20:01","2002-04-08 21:20:01","2002-04-08 21:00:00","2002-04-08"
"464","2002-04-09 19:18:46","2002-04-09 21:18:46","2002-04-09 21:00:00","2002-04-09"
"465","2002-04-10 19:17:31","2002-04-10 21:17:31","2002-04-10 21:00:00","2002-04-10"
"466","2002-04-11 19:16:17","2002-04-11 21:16:17","2002-04-11 21:00:00","2002-04-11"
"467","2002-04-12 19:15:03","2002-04-12 21:15:03","2002-04-12 21:00:00","2002-04-12"
"468","2002-04-13 19:13:49","2002-04-13 21:13:49","2002-04-13 21:00:00","2002-04-13"
"469","2002-04-14 19:12:37","2002-04-14 21:12:37","2002-04-14 21:00:00","2002-04-14"
"470","2002-04-15 19:11:25","2002-04-15 21:11:25","2002-04-15 21:00:00","2002-04-15"
"471","2002-04-16 19:10:13","2002-04-16 21:10:13","2002-04-16 21:00:00","2002-04-16"
"472","2002-04-17 19:09:03","2002-04-17 21:09:03","2002-04-17 21:00:00","2002-04-17"
"473","2002-04-18 19:07:53","2002-04-18 21:07:53","2002-04-18 21:00:00","2002-04-18"
"474","2002-04-19 19:06:44","2002-04-19 21:06:44","2002-04-19 21:00:00","2002-04-19"
"475","2002-04-20 19:05:35","2002-04-20 21:05:35","2002-04-20 21:00:00","2002-04-20"
"476","2002-04-21 19:04:28","2002-04-21 21:04:28","2002-04-21 21:00:00","2002-04-21"
"477","2002-04-22 19:03:21","2002-04-22 21:03:21","2002-04-22 21:00:00","2002-04-22"
"478","2002-04-23 19:02:15","2002-04-23 21:02:15","2002-04-23 21:00:00","2002-04-23"
"479","2002-04-24 19:01:10","2002-04-24 21:01:10","2002-04-24 21:00:00","2002-04-24"
"480","2002-04-25 19:00:06","2002-04-25 21:00:06","2002-04-25 21:00:00","2002-04-25"
"481","2002-04-26 18:59:03","2002-04-26 20:59:03","2002-04-26 21:00:00","2002-04-26"
"482","2002-04-27 18:58:01","2002-04-27 20:58:01","2002-04-27 21:00:00","2002-04-27"
"483","2002-04-28 18:57:00","2002-04-28 20:57:00","2002-04-28 21:00:00","2002-04-28"
"484","2002-04-29 18:55:59","2002-04-29 20:55:59","2002-04-29 21:00:00","2002-04-29"
"485","2002-04-30 18:55:00","2002-04-30 20:55:00","2002-04-30 21:00:00","2002-04-30"
"486","2002-05-01 18:54:02","2002-05-01 20:54:02","2002-05-01 21:00:00","2002-05-01"
"487","2002-05-02 18:53:05","2002-05-02 20:53:05","2002-05-02 21:00:00","2002-05-02"
"488","2002-05-03 18:52:09","2002-05-03 20:52:09","2002-05-03 21:00:00","2002-05-03"
"489","2002-05-04 18:51:15","2002-05-04 20:51:15","2002-05-04 21:00:00","2002-05-04"
"490","2002-05-05 18:50:21","2002-05-05 20:50:21","2002-05-05 21:00:00","2002-05-05"
"491","2002-05-06 18:49:29","2002-05-06 20:49:29","2002-05-06 21:00:00","2002-05-06"
"492","2002-05-07 18:48:38","2002-05-07 20:48:38","2002-05-07 21:00:00","2002-05-07"
"493","2002-05-08 18:47:48","2002-05-08 20:47:48","2002-05-08 21:00:00","2002-05-08"
"494","2002-05-09 18:46:59","2002-05-09 20:46:59","2002-05-09 21:00:00","2002-05-09"
"495","2002-05-10 18:46:12","2002-05-10 20:46:12","2002-05-10 21:00:00","2002-05-10"
"496","2002-05-11 18:45:25","2002-05-11 20:45:25","2002-05-11 21:00:00","2002-05-11"
"497","2002-05-12 18:44:41","2002-05-12 20:44:41","2002-05-12 21:00:00","2002-05-12"
"498","2002-05-13 18:43:57","2002-05-13 20:43:57","2002-05-13 21:00:00","2002-05-13"
"499","2002-05-14 18:43:15","2002-05-14 20:43:15","2002-05-14 21:00:00","2002-05-14"
"500","2002-05-15 18:42:34","2002-05-15 20:42:34","2002-05-15 21:00:00","2002-05-15"
"501","2002-05-16 18:41:55","2002-05-16 20:41:55","2002-05-16 21:00:00","2002-05-16"
"502","2002-05-17 18:41:17","2002-05-17 20:41:17","2002-05-17 21:00:00","2002-05-17"
"503","2002-05-18 18:40:40","2002-05-18 20:40:40","2002-05-18 21:00:00","2002-05-18"
"504","2002-05-19 18:40:05","2002-05-19 20:40:05","2002-05-19 21:00:00","2002-05-19"
"505","2002-05-20 18:39:31","2002-05-20 20:39:31","2002-05-20 21:00:00","2002-05-20"
"506","2002-05-21 18:38:59","2002-05-21 20:38:59","2002-05-21 21:00:00","2002-05-21"
"507","2002-05-22 18:38:28","2002-05-22 20:38:28","2002-05-22 21:00:00","2002-05-22"
"508","2002-05-23 18:37:59","2002-05-23 20:37:59","2002-05-23 21:00:00","2002-05-23"
"509","2002-05-24 18:37:31","2002-05-24 20:37:31","2002-05-24 21:00:00","2002-05-24"
"510","2002-05-25 18:37:05","2002-05-25 20:37:05","2002-05-25 21:00:00","2002-05-25"
"511","2002-05-26 18:36:40","2002-05-26 20:36:40","2002-05-26 21:00:00","2002-05-26"
"512","2002-05-27 18:36:16","2002-05-27 20:36:16","2002-05-27 21:00:00","2002-05-27"
"513","2002-05-28 18:35:55","2002-05-28 20:35:55","2002-05-28 21:00:00","2002-05-28"
"514","2002-05-29 18:35:34","2002-05-29 20:35:34","2002-05-29 21:00:00","2002-05-29"
"515","2002-05-30 18:35:16","2002-05-30 20:35:16","2002-05-30 21:00:00","2002-05-30"
"516","2002-05-31 18:34:58","2002-05-31 20:34:58","2002-05-31 21:00:00","2002-05-31"
"517","2002-06-01 18:34:43","2002-06-01 20:34:43","2002-06-01 21:00:00","2002-06-01"
"518","2002-06-02 18:34:29","2002-06-02 20:34:29","2002-06-02 21:00:00","2002-06-02"
"519","2002-06-03 18:34:16","2002-06-03 20:34:16","2002-06-03 21:00:00","2002-06-03"
"520","2002-06-04 18:34:05","2002-06-04 20:34:05","2002-06-04 21:00:00","2002-06-04"
"521","2002-06-05 18:33:55","2002-06-05 20:33:55","2002-06-05 21:00:00","2002-06-05"
"522","2002-06-06 18:33:47","2002-06-06 20:33:47","2002-06-06 21:00:00","2002-06-06"
"523","2002-06-07 18:33:41","2002-06-07 20:33:41","2002-06-07 21:00:00","2002-06-07"
"524","2002-06-08 18:33:36","2002-06-08 20:33:36","2002-06-08 21:00:00","2002-06-08"
"525","2002-06-09 18:33:32","2002-06-09 20:33:32","2002-06-09 21:00:00","2002-06-09"
"526","2002-06-10 18:33:30","2002-06-10 20:33:30","2002-06-10 21:00:00","2002-06-10"
"527","2002-06-11 18:33:29","2002-06-11 20:33:29","2002-06-11 21:00:00","2002-06-11"
"528","2002-06-12 18:33:30","2002-06-12 20:33:30","2002-06-12 21:00:00","2002-06-12"
"529","2002-06-13 18:33:32","2002-06-13 20:33:32","2002-06-13 21:00:00","2002-06-13"
"530","2002-06-14 18:33:36","2002-06-14 20:33:36","2002-06-14 21:00:00","2002-06-14"
"531","2002-06-15 18:33:41","2002-06-15 20:33:41","2002-06-15 21:00:00","2002-06-15"
